Total bytes: 425014 (415.1 KB), 1.679 bpb, 1.679 bps w/ no header, Normalized Dissimilarity Rate: 0.839679
Total bytes: 323541 (316.0 KB), 1.79 bpb, 1.79 bps w/ no header, Normalized Dissimilarity Rate: 0.89488
Total bytes: 324561 (317.0 KB), 1.795 bpb, 1.795 bps w/ no header, Normalized Dissimilarity Rate: 0.897701
Total bytes: 323501 (315.9 KB), 1.79 bpb, 1.789 bps w/ no header, Normalized Dissimilarity Rate: 0.894769
Total bytes: 323249 (315.7 KB), 1.788 bpb, 1.788 bps w/ no header, Normalized Dissimilarity Rate: 0.894072
Total bytes: 322901 (315.3 KB), 1.786 bpb, 1.786 bps w/ no header, Normalized Dissimilarity Rate: 0.89311
Total bytes: 322602 (315.0 KB), 1.785 bpb, 1.784 bps w/ no header, Normalized Dissimilarity Rate: 0.892283
Total bytes: 322558 (315.0 KB), 1.784 bpb, 1.784 bps w/ no header, Normalized Dissimilarity Rate: 0.892161
Total bytes: 359598 (351.2 KB), 1.857 bpb, 1.857 bps w/ no header, Normalized Dissimilarity Rate: 0.928713
Total bytes: 360159 (351.7 KB), 1.86 bpb, 1.86 bps w/ no header, Normalized Dissimilarity Rate: 0.930162
Total bytes: 359608 (351.2 KB), 1.857 bpb, 1.857 bps w/ no header, Normalized Dissimilarity Rate: 0.928738
Total bytes: 359352 (350.9 KB), 1.856 bpb, 1.856 bps w/ no header, Normalized Dissimilarity Rate: 0.928077
Total bytes: 359255 (350.8 KB), 1.856 bpb, 1.855 bps w/ no header, Normalized Dissimilarity Rate: 0.927827
Total bytes: 359215 (350.8 KB), 1.855 bpb, 1.855 bps w/ no header, Normalized Dissimilarity Rate: 0.927723
Total bytes: 359235 (350.8 KB), 1.856 bpb, 1.855 bps w/ no header, Normalized Dissimilarity Rate: 0.927775
Total bytes: 668490 (652.8 KB), 1.779 bpb, 1.779 bps w/ no header, Normalized Dissimilarity Rate: 0.889632
Total bytes: 669791 (654.1 KB), 1.783 bpb, 1.783 bps w/ no header, Normalized Dissimilarity Rate: 0.891363
Total bytes: 668544 (652.9 KB), 1.779 bpb, 1.779 bps w/ no header, Normalized Dissimilarity Rate: 0.889704
Total bytes: 667790 (652.1 KB), 1.777 bpb, 1.777 bps w/ no header, Normalized Dissimilarity Rate: 0.8887
Total bytes: 667172 (651.5 KB), 1.776 bpb, 1.776 bps w/ no header, Normalized Dissimilarity Rate: 0.887878
Total bytes: 667089 (651.5 KB), 1.776 bpb, 1.775 bps w/ no header, Normalized Dissimilarity Rate: 0.887767
Total bytes: 667130 (651.5 KB), 1.776 bpb, 1.775 bps w/ no header, Normalized Dissimilarity Rate: 0.887822
Total bytes: 188157 (183.7 KB), 1.845 bpb, 1.844 bps w/ no header, Normalized Dissimilarity Rate: 0.922295
Total bytes: 188233 (183.8 KB), 1.845 bpb, 1.845 bps w/ no header, Normalized Dissimilarity Rate: 0.922668
Total bytes: 188119 (183.7 KB), 1.844 bpb, 1.844 bps w/ no header, Normalized Dissimilarity Rate: 0.922109
Total bytes: 188071 (183.7 KB), 1.844 bpb, 1.843 bps w/ no header, Normalized Dissimilarity Rate: 0.921874
Total bytes: 188125 (183.7 KB), 1.844 bpb, 1.843 bps w/ no header, Normalized Dissimilarity Rate: 0.922138
Total bytes: 188111 (183.7 KB), 1.844 bpb, 1.843 bps w/ no header, Normalized Dissimilarity Rate: 0.92207
Total bytes: 188144 (183.7 KB), 1.844 bpb, 1.843 bps w/ no header, Normalized Dissimilarity Rate: 0.922232
Total bytes: 38341 (37.4 KB), 1.921 bpb, 1.919 bps w/ no header, Normalized Dissimilarity Rate: 0.960452
Total bytes: 38331 (37.4 KB), 1.92 bpb, 1.917 bps w/ no header, Normalized Dissimilarity Rate: 0.960201
Total bytes: 38327 (37.4 KB), 1.92 bpb, 1.917 bps w/ no header, Normalized Dissimilarity Rate: 0.960101
Total bytes: 38343 (37.4 KB), 1.921 bpb, 1.918 bps w/ no header, Normalized Dissimilarity Rate: 0.960502
Total bytes: 38386 (37.5 KB), 1.923 bpb, 1.919 bps w/ no header, Normalized Dissimilarity Rate: 0.961579
Total bytes: 38395 (37.5 KB), 1.924 bpb, 1.918 bps w/ no header, Normalized Dissimilarity Rate: 0.961805
Total bytes: 38397 (37.5 KB), 1.924 bpb, 1.917 bps w/ no header, Normalized Dissimilarity Rate: 0.961855
Total bytes: 82143 (80.2 KB), 1.888 bpb, 1.887 bps w/ no header, Normalized Dissimilarity Rate: 0.944088
Total bytes: 82133 (80.2 KB), 1.888 bpb, 1.887 bps w/ no header, Normalized Dissimilarity Rate: 0.943973
Total bytes: 82042 (80.1 KB), 1.886 bpb, 1.884 bps w/ no header, Normalized Dissimilarity Rate: 0.942927
